AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	LossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	AverageMinRatio	StdMinRatio	MaxMinRatio	MinMinRatio	AverageMaxRatio	StdMaxRatio	MaxMaxRatio	MinMaxRatio	StepsPerSecond	Time
494.65686	73.57345	674.139	376.53143	589.3708	59.224636	719.7412	498.27267	94.181816	117.4	290000	162.48412	162.48419	6.8196387	6.907531	1.7205039e-09	64.11202	3.426937	76.94383	52.607124	-869.6722	13860.402	-1.2601599	-4.7155046	0.8798431	0.026071236	0.93197703	0.74463	1.1146713	0.025635682	1.2739961	1.0614073	602.9679	5658.468551397324
484.3908	56.11799	579.5183	401.4005	616.93024	52.666924	738.18176	541.0489	95.28571	118.9	292000	162.39798	162.39743	6.6377826	6.7562194	1.2981206e-09	63.87841	3.497865	75.683014	53.47162	-869.5809	13858.944	-1.274962	-4.845634	0.87989783	0.025300505	0.93277943	0.75027966	1.1156621	0.026693497	1.2559565	1.066256	600.01105	5698.374175786972
482.15463	66.43649	604.3735	360.1208	594.4708	88.45719	768.96216	461.37012	92.47619	118.1	294000	162.83057	162.83026	6.7410655	6.8324385	1.223317e-09	63.97432	3.4456122	76.915985	53.73718	-869.6348	13859.805	-1.2588924	-4.8108582	0.8792054	0.025366113	0.92700905	0.73623896	1.1169047	0.029776491	1.3965617	1.0613242	601.4257	5738.669248580933
464.07803	55.651943	585.41644	355.1692	646.73553	89.37349	821.8596	552.20905	90.0	127.8	296000	163.028	163.02768	6.712944	6.8118324	1.6330336e-09	64.98245	3.4823515	77.516335	54.534016	-869.68	13860.521	-1.2706622	-4.746789	0.8778372	0.026671907	0.92797756	0.71775514	1.1171596	0.030026488	1.4323425	1.0627967	579.26324	5779.183900594711
480.00934	66.66255	609.8841	367.5527	598.7484	63.03542	707.2031	519.00024	91.333336	121.1	298000	163.15536	163.15492	6.6081524	6.7661924	2.1062427e-09	63.772625	3.4169	73.94081	53.226475	-869.5557	13858.551	-1.2564545	-4.727089	0.87898195	0.026262054	0.93743974	0.71281195	1.1159008	0.028302379	1.4362617	1.0591661	589.3869	5819.775762557983
492.8356	62.199253	637.98596	378.5788	633.33386	70.147736	761.9054	533.77783	96.57143	129.3	300000	163.22565	163.22575	6.611245	6.71323	1.5862301e-09	63.78646	3.485843	76.377495	52.32002	-869.4769	13857.286	-1.2549537	-4.866394	0.8779116	0.02527185	0.9302772	0.7451814	1.1156067	0.028066734	1.5276681	1.0617952	602.8211	5860.031424045563
487.7469	61.239204	608.8571	388.94824	653.76294	82.54108	789.4407	509.22943	94.61905	128.9	302000	163.25977	163.25993	6.5016036	6.656804	1.4975724e-09	63.105133	3.4179914	74.87262	50.963806	-869.7329	13861.365	-1.2463582	-4.8359737	0.878096	0.026750676	0.9253391	0.69473416	1.1153901	0.02747992	1.475771	1.0653703	576.01996	5899.995266914368
511.70102	86.738754	730.6527	366.31223	605.2665	82.888885	709.249	455.62158	101.45	122.6	304000	163.55727	163.55742	6.643168	6.707057	1.4202161e-09	63.173897	3.422759	77.94549	51.74729	-869.6319	13859.76	-1.2257235	-4.7863655	0.87737197	0.026683535	0.9316451	0.75523746	1.1178349	0.0268782	1.2783058	1.0615424	585.5576	5939.9967629909515
501.756	65.76662	650.0705	402.57938	598.30817	55.40992	684.32697	495.07843	95.809525	121.3	306000	163.67776	163.6778	6.419117	6.579039	1.5983012e-09	62.885124	3.37495	73.57834	51.548	-869.5582	13858.591	-1.2350522	-4.9956355	0.8774617	0.02560613	0.9292649	0.73367846	1.1166008	0.027941907	1.3135005	1.064299	614.90625	5980.132018327713
466.7114	67.79059	637.8708	379.17023	610.3199	77.66899	794.5896	513.72876	89.954544	122.2	308000	163.82689	163.82687	6.6246166	6.723768	1.9777182e-09	63.374905	3.4257612	74.834015	53.51931	-869.7035	13860.901	-1.2632076	-4.947927	0.8754917	0.027417025	0.9312076	0.61492383	1.1201077	0.029237323	1.3174809	1.0648761	597.8583	6020.091737985611
509.82343	84.47171	710.573	391.61572	613.2204	67.84218	776.7393	515.58435	99.55	126.7	310000	163.98671	163.98747	6.5229416	6.614662	1.3405699e-09	63.188572	3.4851837	75.43685	53.72333	-869.6232	13859.618	-1.265213	-4.7761	0.8738789	0.027026124	0.92673534	0.7387252	1.1183898	0.027719801	1.3214096	1.0627961	594.49243	6060.4619517326355
511.09464	51.383263	644.377	415.71512	616.7703	67.215775	743.0777	506.73975	99.35	123.0	312000	164.08992	164.09038	6.5781593	6.683317	1.8003152e-09	62.990505	3.493746	75.710175	50.982662	-869.6732	13860.416	-1.2683591	-4.8184185	0.8746598	0.02726114	0.92834944	0.73470813	1.1180944	0.0287164	1.2921145	1.0606931	590.0831	6100.866919994354
503.51016	108.372154	844.54315	385.1456	584.7931	37.37914	633.096	524.62335	98.35	117.6	314000	164.24568	164.24533	6.524656	6.6084924	1.0632745e-09	62.588375	3.4881122	74.11963	48.028595	-869.7818	13862.15	-1.2711334	-4.6936536	0.8757274	0.026748147	0.9278957	0.6953507	1.118519	0.028826404	1.2670451	1.0678113	601.5216	6140.984322071075
546.154	121.71676	827.23395	379.90857	549.42126	96.86291	713.01355	431.01825	106.210526	111.1	316000	164.36661	164.36604	6.464595	6.615652	1.535753e-09	62.621838	3.418397	76.03499	49.740334	-869.6395	13859.875	-1.25311	-4.818265	0.87566215	0.026646009	0.92737335	0.7414791	1.1183004	0.029179282	1.3961686	1.0590417	596.5112	6181.063512563705
534.2541	105.03103	793.866	402.65274	587.6034	69.92809	680.04803	454.35065	103.45	117.0	318000	164.6678	164.66826	6.472293	6.466044	1.1855649e-09	62.118576	3.392712	73.31087	50.656616	-869.7028	13860.893	-1.2648016	-4.916935	0.87473583	0.027842976	0.92760116	0.60819596	1.1173363	0.028344892	1.3420417	1.0617671	583.25684	6220.719688653946
506.69263	62.80307	645.72375	395.4526	626.0985	64.71684	747.6883	547.47327	98.05	120.8	320000	164.802	164.80203	6.4066777	6.515315	1.3332025e-09	62.104454	3.5077682	73.74193	51.083557	-869.726	13861.261	-1.2785767	-4.814512	0.8753313	0.02617748	0.92440325	0.71535367	1.1182342	0.027731638	1.3353444	1.0695773	575.39307	6261.37461400032
507.18182	74.68862	659.86865	412.9534	589.61316	63.250748	741.1351	519.5671	99.45	119.9	322000	164.88463	164.88507	6.3217726	6.3480334	1.632746e-09	61.83187	3.3707812	72.11683	49.23436	-869.8239	13862.819	-1.2735059	-4.853728	0.874594	0.026640669	0.931555	0.71565914	1.1191581	0.027751569	1.2954553	1.0645894	589.49677	6301.287704467773
514.5355	79.186195	704.67847	375.68445	626.8148	101.61568	740.6458	485.19757	100.0	124.0	324000	165.08336	165.08305	6.4104285	6.474079	1.0941291e-09	61.7138	3.5328112	73.23454	50.275307	-869.8357	13863.01	-1.3104869	-4.9481626	0.87277496	0.028292572	0.9276348	0.721029	1.119902	0.02946409	1.3935786	1.0648438	556.45685	6342.122966527939
511.3698	68.61256	662.7005	409.53357	596.2126	113.04095	903.8316	505.29654	98.4	118.8	326000	165.51576	165.51619	6.37005	6.4475117	1.2728856e-09	62.172455	3.5009952	76.11698	50.574932	-869.7629	13861.846	-1.3051558	-4.75817	0.8734166	0.027404904	0.9308757	0.7342221	1.1195385	0.029604563	1.3214788	1.0659317	595.4039	6382.07977104187
506.64438	77.69467	709.7831	385.56067	602.0353	97.142586	780.5851	424.7257	99.0	121.6	328000	165.7005	165.69997	6.446586	6.4179454	3.1451246e-09	62.044487	3.4332812	74.8081	51.143803	-869.9094	13864.186	-1.2930259	-4.8657103	0.8735527	0.027757442	0.92545664	0.6886165	1.120061	0.028954182	1.3152869	1.0616415	582.6957	6421.972449302673
566.4315	150.80867	1086.7957	403.898	651.8138	96.46597	772.6393	486.56485	110.27778	130.8	330000	165.8247	165.82513	6.2901883	6.38278	9.672085e-10	61.823208	3.4590163	77.56254	50.158203	-869.8586	13863.367	-1.2822897	-4.959946	0.87367064	0.026741585	0.9249555	0.7339898	1.1196219	0.028990857	1.3011676	1.0674174	580.7817	6462.537435293198
508.01358	41.141373	588.2407	447.18948	565.13995	66.15891	675.2291	461.63647	99.95	115.2	332000	166.04552	166.04504	6.3531837	6.4157925	1.1109845e-09	61.882767	3.5533588	74.80195	50.769505	-869.847	13863.181	-1.306487	-4.885115	0.8719054	0.026991053	0.926325	0.7378198	1.1215478	0.029085917	1.312152	1.068134	600.0626	6502.479964971542
520.6788	77.99588	700.68665	396.65164	613.3191	66.91454	685.5402	500.19363	100.85	122.7	334000	166.24872	166.24924	6.4434814	6.4328475	1.2144371e-09	62.060623	3.5608506	76.042755	50.30327	-869.7693	13861.945	-1.2904267	-4.8243217	0.8719788	0.027301304	0.9241374	0.73325527	1.1207522	0.028632453	1.267455	1.0666018	610.55835	6542.281578063965
523.4945	99.43636	782.69855	372.8636	583.2972	64.35957	712.31586	492.26196	102.1579	113.2	336000	166.44974	166.4498	6.3816776	6.4392543	1.2538562e-09	62.158173	3.5490055	75.758125	50.581223	-869.7541	13861.704	-1.2969986	-4.885998	0.8742585	0.026996793	0.9296674	0.7023219	1.1193244	0.02875861	1.335263	1.0635785	584.36584	6582.388603925705
532.95593	72.16148	726.9797	425.4078	616.23224	97.30497	798.61224	487.9786	103.5	120.9	338000	166.51474	166.51508	6.3308926	6.4176974	1.1913383e-09	62.106686	3.5444443	80.2451	49.176384	-869.8985	13864.003	-1.2762203	-4.877795	0.87355906	0.026396712	0.927145	0.7135881	1.1217297	0.030672664	1.3954644	1.0707536	614.85425	6622.759463787079
507.23267	63.800537	668.90216	404.90768	573.53253	63.76342	705.2011	493.51138	98.3	116.1	340000	166.73636	166.73624	6.3069367	6.3231215	1.2356366e-09	61.675797	3.427568	73.67729	50.539215	-869.9044	13864.104	-1.299507	-4.9998903	0.8734876	0.026475495	0.9252923	0.70992553	1.1213593	0.029298306	1.3186457	1.0683353	574.6063	6663.0126695632935
543.47003	75.91528	708.88153	418.45996	620.1362	116.10873	788.0583	435.9317	106.57895	123.2	342000	166.90886	166.90991	6.289332	6.31887	1.1756258e-09	61.631283	3.5909677	76.257545	49.598038	-869.9187	13864.324	-1.3183403	-4.8237267	0.873293	0.02680988	0.92348707	0.7084749	1.1202527	0.029263273	1.3746262	1.070558	608.6674	6703.208916425705
540.5332	54.76322	667.02985	438.3601	586.7529	82.79965	715.67145	460.96182	104.052635	115.3	344000	167.33768	167.33719	6.283641	6.3174267	1.2043795e-09	60.86046	3.4845657	73.58865	51.44866	-869.9678	13865.109	-1.3202173	-4.8409905	0.8728931	0.026349382	0.92665267	0.7052062	1.1203392	0.029840669	1.4097776	1.0665025	583.5016	6743.09499502182
538.3106	56.726963	709.7226	452.08853	636.70465	110.74067	805.2966	418.41388	103.947365	129.9	346000	167.23712	167.2375	6.1216917	6.234927	1.2588303e-09	60.830154	3.5439756	76.506226	50.44638	-869.8725	13863.595	-1.2833629	-4.980857	0.87314594	0.025691371	0.92404866	0.70241296	1.1215991	0.028738745	1.330258	1.0681611	595.32416	6783.198440790176
516.6947	62.846367	736.2325	430.93994	631.3925	53.349033	734.5437	546.67645	101.25	128.4	348000	167.90683	167.90701	6.218119	6.2601767	1.2608008e-09	60.770092	3.5413084	74.710785	50.48447	-869.8589	13863.379	-1.3021108	-4.8706117	0.87360525	0.02641743	0.92600006	0.69278735	1.1199416	0.0277482	1.2666038	1.0663579	589.63605	6823.520999908447
517.7335	67.812836	624.35474	364.1278	572.1776	86.54216	762.6592	431.12436	99.55	112.8	350000	168.08698	168.08662	6.2029266	6.2865925	1.3287231e-09	60.79003	3.4703019	72.89133	50.787987	-869.9263	13864.457	-1.2837783	-4.856851	0.87452656	0.026195422	0.9284037	0.7318877	1.1214275	0.029903077	1.3545885	1.0667365	602.461	6863.339165210724
550.45764	65.71292	693.72784	439.8637	594.23755	75.57676	699.99255	481.04572	105.0	116.4	352000	167.93314	167.93361	6.2495522	6.2519293	1.4691275e-09	60.902435	3.5663917	75.79754	50.243095	-869.7327	13861.361	-1.2741649	-4.836509	0.8714202	0.027196856	0.92228705	0.74527866	1.1222669	0.031131687	1.3516442	1.0676752	593.98914	6903.449396133423
560.911	77.24071	761.9392	446.17343	611.9896	73.4914	712.7629	478.86594	109.77778	123.6	354000	167.93184	167.93195	6.2612042	6.28162	1.2844591e-09	61.144035	3.6334743	73.36844	47.34945	-869.7526	13861.68	-1.2958252	-4.7092857	0.8715073	0.02660841	0.925704	0.72827154	1.1226432	0.02887947	1.2955724	1.070558	601.65704	6943.687477588654
531.9535	80.60922	736.66974	362.06934	641.8594	90.032974	843.21405	557.1591	102.35	124.1	356000	168.03395	168.03345	6.2108107	6.302127	1.3560272e-09	61.043816	3.491281	73.66465	49.65628	-869.8616	13863.415	-1.2849782	-4.7841372	0.8710018	0.026131002	0.92320204	0.7303214	1.124067	0.030583253	1.3093954	1.0689651	574.52106	6984.499108552933
520.51154	89.71884	692.9786	386.3633	609.76056	76.52451	743.3809	491.76138	104.31579	119.1	358000	167.92902	167.92964	6.2822533	6.2943287	1.2538508e-09	61.530937	3.5331783	73.42316	49.704582	-869.8514	13863.26	-1.294135	-4.820046	0.8711911	0.026903357	0.9227966	0.681505	1.1256461	0.03114319	1.3516839	1.0708134	616.6826	7024.538182258606
531.8166	90.05531	825.33765	381.99277	550.53503	78.92834	695.3665	419.20197	104.210526	110.9	360000	167.92488	167.92497	6.270345	6.293586	1.4977176e-09	61.693092	3.6752746	78.83345	50.931072	-869.9101	13864.199	-1.2560399	-4.883444	0.86976254	0.027215883	0.9211755	0.71684486	1.1269326	0.031377576	1.3455404	1.0666773	593.38306	7064.672250747681
552.0659	70.582924	719.2316	472.14792	604.93994	103.53347	764.7646	459.92123	106.73684	120.1	362000	168.56659	168.56625	6.278937	6.2928433	1.7203925e-09	61.778275	3.586394	76.40677	48.39851	-869.9009	13864.039	-1.2953882	-4.900495	0.8705372	0.026872523	0.9255127	0.7087929	1.1280401	0.031201327	1.3238399	1.0642554	578.89075	7104.868812084198
519.24036	53.181164	656.35144	421.57675	579.80664	46.118187	701.0683	528.6987	100.8	114.8	364000	168.59497	168.59537	6.395706	6.3935556	1.716969e-09	62.25413	3.759228	76.21798	50.795933	-869.9261	13864.448	-1.2892572	-4.7767735	0.870065	0.026795419	0.93371284	0.72129136	1.1301692	0.03194793	1.3015288	1.071745	594.11005	7145.18318271637
526.79626	63.779778	633.0148	423.02133	555.6549	98.887085	759.63837	423.26624	102.0	110.1	366000	168.80597	168.80608	6.3348117	6.371719	1.8086552e-09	61.78353	3.6382768	76.19568	49.698505	-869.998	13865.591	-1.2910548	-4.747828	0.8686856	0.026873697	0.91907877	0.7164337	1.1311649	0.031751104	1.3199346	1.071967	577.03186	7185.273360013962
505.23682	81.67551	731.1757	406.27118	570.68854	37.48345	648.83014	529.8886	101.25	107.5	368000	168.68463	168.68526	6.2891593	6.3690863	1.463848e-09	61.56765	3.6725597	74.1446	49.364773	-869.9658	13865.084	-1.2822344	-4.8961053	0.8673192	0.0274671	0.9195729	0.64548796	1.1314327	0.031803705	1.2999198	1.0746636	598.07086	7225.294461250305
549.59534	82.5617	801.4113	436.62564	658.1962	127.02233	903.8536	491.33447	107.57895	126.2	370000	169.0951	169.0952	6.280397	6.342884	1.5771787e-09	61.078876	3.744965	74.49256	48.89309	-869.9979	13865.595	-1.274981	-4.742875	0.86711067	0.0288647	0.92184144	0.7008189	1.1304384	0.03300771	1.3640374	1.0708166	589.1882	7265.332857847214
532.61945	62.86839	685.49255	448.83032	605.74084	56.682274	693.781	524.1891	102.1579	119.6	372000	169.30997	169.30959	6.318982	6.353902	1.4017003e-09	61.162838	3.6498637	74.535614	49.33751	-869.9491	13864.821	-1.2770357	-5.0408745	0.86683977	0.02723615	0.9178868	0.72805107	1.1286354	0.032562755	1.2995753	1.0679843	614.0056	7305.162627696991
542.3985	73.58913	703.0662	429.5857	604.72394	81.00075	767.24316	509.24716	105.73684	118.7	374000	169.35272	169.35281	6.293922	6.3048644	2.0815758e-09	61.1569	3.6242495	76.23874	50.484264	-869.9058	13864.126	-1.2444216	-4.8138247	0.86716026	0.02743502	0.92147404	0.7229355	1.1327044	0.0337509	1.3503056	1.0710617	580.01575	7345.375963449478
544.4621	80.22689	689.4744	425.41754	585.71906	65.75192	671.4624	478.70667	105.0	114.3	376000	169.33484	169.33415	6.4439344	6.4599977	1.2833465e-09	61.98778	3.823589	76.65495	50.86797	-869.9795	13865.301	-1.2594577	-4.840335	0.86539155	0.027358117	0.92269045	0.71099555	1.1331544	0.034216125	1.344897	1.0703175	595.4863	7385.113634586334
536.59955	73.257065	715.377	462.87598	611.02747	53.34586	692.5231	526.09344	104.36842	117.4	378000	169.60722	169.60709	6.479043	6.5432205	1.9632422e-09	61.760567	3.7851481	77.79361	50.545147	-869.8698	13863.551	-1.265996	-4.6938515	0.86359423	0.030012695	0.9171019	0.6572539	1.135529	0.035441287	1.3354516	1.0709119	604.0622	7424.687957048416
550.3957	61.956676	729.1662	461.19055	616.5934	75.49304	735.1131	502.4856	109.73684	121.2	380000	169.68402	169.68517	6.49371	6.4803987	1.5816575e-09	61.744858	3.8755941	76.39372	48.11494	-869.9825	13865.351	-1.2718699	-4.9873767	0.8651842	0.02848808	0.91686267	0.6823238	1.1347085	0.03574442	1.4971477	1.0702902	589.69476	7464.859330654144
561.628	68.850685	746.05817	465.60413	594.81976	59.143383	673.3282	485.34073	109.52941	117.9	382000	169.7581	169.75824	6.41438	6.4834275	1.7491832e-09	61.34999	3.8588426	76.61113	49.165985	-869.8052	13862.515	-1.2518114	-5.081605	0.86356616	0.02784774	0.9170211	0.73076624	1.135032	0.03645142	1.4644619	1.071088	599.12225	7504.9790053367615
584.8902	90.68348	756.48206	410.02072	566.928	61.93907	704.1955	480.83942	114.22222	110.7	384000	169.80937	169.80894	6.360031	6.3958383	1.7258567e-09	61.160088	3.919454	73.12466	48.13399	-869.9467	13864.778	-1.2570529	-4.9436374	0.8623762	0.029723871	0.9211801	0.6544268	1.1365722	0.03762084	1.3913593	1.0706353	581.4703	7544.715695142746
555.35077	85.89331	700.37506	436.7817	573.39923	71.49238	707.6702	462.4097	107.63158	114.7	386000	170.03072	170.031	6.423257	6.409551	2.2647222e-09	61.021328	3.797099	77.177734	48.007053	-869.9411	13864.681	-1.263376	-4.812603	0.8638943	0.02699019	0.91893005	0.7259743	1.1333889	0.035650365	1.5011818	1.0690713	606.69855	7584.5176503658295
578.8378	80.82463	731.21857	435.92987	619.26324	58.478516	708.2377	534.08496	114.411766	128.0	388000	169.99037	169.99054	6.3531017	6.3811073	3.2024396e-09	60.939888	4.0339923	76.39536	46.52323	-869.9726	13865.184	-1.269292	-4.785782	0.8633035	0.02766529	0.91581726	0.6832382	1.1343231	0.035844438	1.4056534	1.0707773	567.8594	7625.094635725021
553.10126	57.32595	689.90564	464.89954	651.146	89.09459	779.2904	515.48206	106.947365	127.1	390000	170.36469	170.36496	6.3008556	6.328073	1.6875269e-09	60.838688	3.8503091	75.12729	49.305115	-869.9323	13864.549	-1.2586126	-4.784235	0.8620012	0.027679194	0.9179952	0.7338113	1.1363225	0.0354425	1.4346116	1.0743626	568.7534	7665.416182756424
541.82275	64.24301	690.9956	421.41592	578.8692	78.51289	698.327	449.36868	108.42105	123.0	392000	170.48499	170.48502	6.340763	6.368225	1.5465605e-09	60.863014	3.9162283	77.28464	49.765327	-870.0537	13866.484	-1.2617407	-4.802397	0.861092	0.028514933	0.91578895	0.6861966	1.1387517	0.036539067	1.3774755	1.0690782	599.4703	7705.756393671036
531.4295	65.55189	686.93085	408.40396	602.83325	82.10422	734.9509	475.55774	102.0	120.4	394000	170.4216	170.42235	6.394553	6.389838	2.5441615e-09	61.18772	3.9955785	73.78708	49.475475	-870.0721	13866.776	-1.2520685	-4.8348784	0.86154634	0.028821636	0.91809803	0.70265806	1.1410257	0.040498145	1.5458102	1.0711682	572.6913	7746.208390712738
563.4837	82.3345	711.844	429.1267	581.4193	78.86507	789.2395	497.3662	109.0	115.8	396000	170.82808	170.82768	6.3229413	6.4011426	2.1486188e-09	61.29783	3.86479	76.09112	49.264874	-869.949	13864.814	-1.2595547	-4.963366	0.8600359	0.028829973	0.9152835	0.6869247	1.140952	0.037649952	1.3885238	1.0705748	594.6954	7786.301570892334
580.47675	72.5667	744.7125	455.06992	595.8716	84.288765	729.61334	469.42725	112.27778	116.8	398000	171.2577	171.25746	6.287989	6.3017263	1.5395303e-09	61.553593	3.9144866	78.00448	49.806652	-869.8881	13863.846	-1.2654294	-4.9349613	0.8604638	0.028663429	0.91807854	0.6877405	1.1391319	0.037607852	1.3716801	1.0730555	576.9525	7826.661185264587
552.2545	83.71753	768.8373	436.4822	607.67773	77.48927	729.5655	505.70035	107.47369	118.1	400000	171.24237	171.24268	6.3755574	6.450761	1.8567045e-09	61.533916	3.9547286	75.04988	48.839596	-869.8658	13863.483	-1.271365	-4.884813	0.86023676	0.02835038	0.9163648	0.68026465	1.1389843	0.038624488	1.4022695	1.0667244	583.4306	7866.435509443283
566.0837	69.30995	711.4238	473.24164	642.70013	83.41251	756.71564	537.35	109.22222	127.8	402000	171.40805	171.40837	6.3989325	6.3785434	2.1896827e-09	61.65412	3.939773	74.231964	48.25783	-869.9455	13864.761	-1.2783287	-4.905309	0.8590592	0.028250659	0.9158928	0.68741757	1.1420896	0.038823113	1.4178956	1.0719223	563.70306	7907.112270116806
578.3235	68.1432	764.03534	483.11243	604.5775	58.60642	681.83746	522.3163	114.0	120.5	404000	171.59068	171.59052	6.4557996	6.472907	1.7731211e-09	61.294476	3.9481158	74.56994	50.400032	-869.967	13865.1	-1.2608777	-4.827536	0.85702574	0.029444877	0.91818815	0.6716499	1.1459512	0.044218607	1.6999639	1.0684807	575.7589	7947.256051540375
560.5246	71.10987	775.26025	446.05768	560.2985	43.713623	647.30414	507.0297	107.333336	113.4	406000	171.67844	171.67923	6.597349	6.600592	2.0428277e-09	61.7181	4.044825	75.909	49.18956	-869.9913	13865.479	-1.2384889	-4.7945065	0.85445666	0.030497862	0.9100395	0.664489	1.1453607	0.041387573	1.4247738	1.0756764	601.0188	7987.630177021027
525.92706	86.71404	786.15454	414.03052	616.1291	59.252396	733.78564	526.31696	101.75	121.7	408000	171.83159	171.83167	6.42007	6.4328623	1.7256578e-09	61.592728	4.130533	77.22283	49.375206	-869.9751	13865.223	-1.2684771	-4.877712	0.8548247	0.029509524	0.91614723	0.6758325	1.1461388	0.041611116	1.5957426	1.0762049	574.0249	8028.119640111923
530.5164	60.107574	662.0675	403.73386	608.50195	65.09699	744.5663	504.88916	102.52631	119.4	410000	172.15666	172.15634	6.2364516	6.3183947	2.2500195e-09	60.549202	3.949067	73.95077	49.07184	-869.9583	13864.959	-1.2371284	-4.768405	0.8580011	0.027000893	0.91228503	0.7327435	1.1402605	0.03689636	1.3618824	1.075391	574.75183	8068.508188962936
564.3909	95.12702	782.4808	432.66272	593.38586	38.76713	646.0336	514.886	109.947365	116.7	412000	172.39899	172.39925	6.3104744	6.3157477	2.5381168e-09	60.54854	3.9435802	74.564606	49.230366	-869.941	13864.683	-1.254952	-4.8273273	0.85581064	0.028398745	0.90940565	0.65389645	1.1434871	0.0403386	1.5764905	1.0793084	601.9413	8108.508628129959
584.6157	97.79162	844.8145	494.6966	597.26154	60.727295	672.7802	480.6463	111.111115	115.9	414000	172.49185	172.49191	6.385186	6.3618817	2.4720677e-09	60.516712	4.0835695	75.436676	46.141407	-869.982	13865.337	-1.2393849	-4.8361855	0.85521775	0.028061207	0.9122675	0.6625548	1.1469214	0.041334655	1.4205741	1.0708187	596.41907	8148.597087621689
598.2098	115.60409	985.89246	441.2176	567.56134	43.28996	642.25165	493.33588	116.117645	111.5	416000	172.6941	172.6945	6.3759546	6.346117	1.815856e-09	60.743023	4.141363	77.793144	46.639328	-870.0255	13866.034	-1.2705222	-4.7320433	0.85395813	0.029361397	0.91156137	0.63866293	1.1465245	0.040037718	1.4699441	1.0714133	606.1058	8188.208221673965
580.80994	91.411934	723.9402	413.84958	616.5408	33.880196	689.04877	561.97736	114.0	126.9	418000	172.83215	172.83228	6.421495	6.4090414	3.0114011e-09	60.762596	4.0436497	75.05996	48.236675	-870.0331	13866.152	-1.2404617	-4.8916345	0.8541345	0.028766582	0.9120669	0.7015186	1.148708	0.042099465	1.4224945	1.0706409	569.6027	8228.51150560379
558.66046	63.57182	687.12854	467.3496	562.3675	81.89407	709.78815	431.70923	106.26316	117.9	420000	172.95636	172.9571	6.4149666	6.335628	4.3225823e-09	60.723198	4.18277	74.5265	46.09443	-870.0488	13866.403	-1.2467276	-4.736237	0.85142016	0.030847058	0.9139946	0.5753205	1.1496235	0.041732304	1.399277	1.0701948	581.3589	8268.731200933456
533.4012	66.79734	748.7825	453.017	570.8819	58.50764	666.51215	471.7225	102.210526	112.9	422000	173.06563	173.06601	6.2935376	6.3723497	1.6729567e-09	60.426586	4.0705595	74.01435	47.554646	-869.9868	13865.418	-1.2441224	-5.0338717	0.8537517	0.029103402	0.9106939	0.6906762	1.1468174	0.044170007	1.935517	1.0725958	566.9919	8309.350307941437
617.9633	203.2128	1273.0481	451.8868	595.0412	55.44307	670.2655	486.2815	121.588234	121.0	424000	173.21565	173.21577	6.3836627	6.3946824	2.441037e-09	60.614384	3.9631157	74.80202	48.646664	-870.0823	13866.935	-1.2556838	-4.873304	0.8533021	0.030053496	0.91124815	0.6654889	1.1494402	0.045671634	1.8377552	1.0785168	578.68085	8349.295655727386
579.3459	84.13542	798.49274	438.742	573.37366	58.946198	659.80963	513.1905	114.27778	115.3	426000	173.49178	173.49156	6.4181457	6.2985206	1.7976488e-09	60.626846	4.0886426	76.31622	47.081257	-869.9139	13864.255	-1.249258	-4.797745	0.85184	0.030539453	0.916537	0.61810213	1.150564	0.041571543	1.4665262	1.074113	576.3795	8389.935330152512
577.43384	93.36463	755.95294	447.6633	599.48566	67.57122	681.6647	469.74017	110.55556	119.9	428000	173.39775	173.39815	6.391803	6.4332085	2.341249e-09	60.565845	4.167915	74.01133	47.570076	-870.017	13865.896	-1.2617416	-4.9227366	0.8490093	0.030143939	0.912468	0.59427816	1.1518054	0.043003593	1.4116464	1.0753338	581.7006	8430.468064546585
563.1304	85.406166	784.7215	436.16705	602.1305	59.24537	708.9125	528.18396	109.111115	116.4	430000	173.75034	173.75081	6.340644	6.3145533	2.1763726e-09	59.580017	4.0733585	75.67268	46.10593	-869.988	13865.439	-1.2481433	-4.839899	0.84904796	0.032239977	0.9181938	0.6502472	1.1504927	0.04367552	1.6233178	1.074028	597.6404	8470.380093336105
563.70496	73.75933	731.6871	458.95944	580.986	80.05387	708.21405	436.83322	108.36842	120.7	432000	173.66142	173.66191	6.3206043	6.2932177	2.1599942e-09	60.14435	4.155051	76.48675	48.878597	-870.0607	13866.595	-1.2353766	-4.9243283	0.8484304	0.031069698	0.9104392	0.657417	1.1545198	0.04570564	1.5031137	1.0705034	581.0998	8510.943330049515
563.2631	80.39748	759.78064	460.4913	602.95026	64.83455	728.0558	530.48236	109.388885	117.7	434000	173.75171	173.75153	6.221458	6.2463884	2.4562359e-09	59.909454	4.1626816	77.6475	48.469486	-869.9729	13865.192	-1.2311465	-4.8124113	0.8481516	0.03183773	0.9123476	0.67337924	1.1561811	0.04608036	1.455536	1.0779334	601.8545	8551.2574801445
