AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossQ1	LossQ2	LossAC	AverageC	StdC	MaxC	MinC	AverageLogP	StdLogP	MaxLogP	MinLogP	AverageMinRatio	StdMinRatio	MaxMinRatio	MinMinRatio	AverageMaxRatio	StdMaxRatio	MaxMaxRatio	MinMaxRatio	StepsPerSecond	Time
582.7541	40.675655	669.6836	519.3071	582.96576	42.951153	679.6283	519.3093	111.333336	115.3	914000	189.17921	189.17915	4.910048	4.869933	3.53566e-09	51.547203	4.235135	68.03748	37.36605	-870.311	13870.578	-1.0988954	-4.744522	0.8047334	0.046852935	0.9050216	0.49995667	1.2148786	0.07035599	1.9956439	1.0927643	573.8546	18240.460760116577
647.30066	102.986336	826.40204	442.3071	588.19543	52.961334	715.8868	524.9974	127.875	113.0	916000	189.18576	189.18517	5.1049795	5.1224713	3.9037635e-09	52.145992	4.3886	69.58928	36.711468	-870.4098	13872.161	-1.1254675	-4.869319	0.80363876	0.04917967	0.89838207	0.37683058	1.2202699	0.07110411	1.809118	1.0963258	567.5755	18281.086813926697
626.7201	73.36706	829.5669	502.14673	666.1349	199.2941	1188.9575	516.7758	123.5	133.3	918000	189.33553	189.33577	5.235852	5.1353936	4.3365573e-09	52.056507	4.4714785	70.92661	40.23725	-870.4234	13872.373	-1.1181107	-4.7799134	0.8004727	0.04923297	0.8967994	0.51068157	1.2282615	0.0822662	1.8267289	1.0978934	572.2896	18322.078955888748
620.422	118.06582	1037.4891	501.0762	584.7639	102.78145	857.9979	508.7567	120.411766	115.2	920000	189.31258	189.31198	5.246334	5.2509904	4.324319e-09	51.640923	4.440693	67.95227	36.913425	-870.4327	13872.521	-1.144877	-4.8106475	0.8001924	0.049802125	0.89984024	0.50830287	1.2301775	0.079185665	2.1617692	1.0972515	591.2652	18362.33153796196
642.14417	111.0693	878.43854	527.5444	570.1368	88.27168	765.828	485.00632	124.375	108.9	922000	189.6509	189.6508	5.0326505	5.063795	2.4613436e-09	51.512	4.3340592	70.56969	37.06428	-870.5129	13873.796	-1.1397812	-4.7856793	0.8009915	0.047243245	0.89781636	0.45694965	1.2208712	0.067140155	1.6752434	1.1017148	587.65686	18402.480138778687
614.18915	52.474655	688.73505	526.8194	583.4447	89.35993	807.3134	497.9313	122.9375	114.9	924000	189.46182	189.46165	5.1527233	5.1546035	4.0486072e-09	51.55597	4.2690883	67.04457	39.19401	-870.5116	13873.7705	-1.1583825	-4.7371383	0.7959463	0.049966905	0.89875853	0.46880633	1.228115	0.0756407	1.9033246	1.0922587	588.382	18442.775430440903
652.9018	144.6913	1019.668	501.4217	621.8441	105.60084	887.2712	534.10657	129.33333	122.4	926000	189.58842	189.58867	4.9207616	4.9405575	2.5386713e-09	51.380608	4.32849	66.3604	39.126934	-870.5722	13874.742	-1.1513641	-4.904267	0.7980578	0.049429312	0.8965825	0.4763818	1.225609	0.07484948	1.85428	1.0942081	593.2915	18482.907995700836
617.0669	64.781296	835.6627	552.4269	631.32294	101.904144	782.71405	448.57794	119.23529	125.3	928000	189.6827	189.6825	4.910927	4.875562	2.9741052e-09	51.374813	4.330782	68.113495	36.676277	-870.6669	13876.261	-1.1580862	-4.851424	0.80513746	0.045232326	0.89276546	0.53060687	1.2169544	0.06416725	1.9156827	1.0916214	587.9389	18523.395152568817
600.7173	71.7642	806.784	500.42987	586.13214	52.75725	672.0288	501.4125	114.72222	113.4	930000	189.68678	189.68646	4.758416	4.882835	2.6780935e-09	51.324516	4.2762775	67.69684	38.132103	-870.457	13872.902	-1.1342049	-4.8622556	0.80239147	0.04489269	0.90032077	0.5289336	1.2213283	0.06892031	1.9915569	1.0855367	580.77747	18563.662622451782
658.3818	173.89317	1128.082	454.89276	633.11847	74.075226	766.65356	562.2793	128.53334	125.8	932000	189.50351	189.50319	4.7493243	4.6877418	2.8415952e-09	50.435703	4.2653894	72.86276	37.681744	-870.4063	13872.106	-1.163504	-4.7693353	0.8025302	0.04452678	0.8997209	0.5265047	1.2191697	0.06316065	1.7276982	1.0968181	581.7973	18604.314205646515
619.65674	117.92153	957.2454	505.14178	601.5382	86.734955	792.6337	527.40326	122.125	115.4	934000	189.855	189.855	4.7677217	4.7808194	3.7070909e-09	50.58283	4.3783884	65.05097	37.311638	-870.4761	13873.208	-1.1510686	-4.8101654	0.8038517	0.0461024	0.8965668	0.39603707	1.221589	0.06735612	1.8529061	1.0955325	569.65125	18644.687942028046
646.2428	111.64591	912.9117	525.0247	612.23083	99.89019	871.79803	500.239	126.8125	118.9	936000	189.72662	189.7264	4.9395094	4.923226	2.461748e-09	51.238	4.2169085	72.53075	39.196636	-870.617	13875.463	-1.157648	-4.780721	0.8012238	0.04867003	0.89260024	0.51158524	1.2260352	0.069211036	1.8182888	1.0925087	594.48035	18685.102878808975
568.37506	78.426544	714.0937	423.35736	567.86914	76.6354	704.5221	474.0392	108.947365	109.6	938000	189.38626	189.3856	4.85152	4.850991	3.2558907e-09	50.8464	4.293924	67.102806	37.25804	-870.5035	13873.655	-1.1635497	-4.811001	0.80184644	0.047349352	0.898812	0.5066524	1.2222879	0.067756996	1.7361522	1.0838946	582.68585	18725.449706554413
652.51276	138.73976	975.5764	481.28342	645.6524	86.57366	773.37274	508.14676	129.8	126.1	940000	189.50452	189.50447	4.745497	4.755415	2.6859892e-09	49.881054	4.072352	64.61776	36.88095	-870.4798	13873.273	-1.1635714	-4.961397	0.80418944	0.04973859	0.89355326	0.4598674	1.2183465	0.069209464	2.0288022	1.0947013	565.1052	18766.182188034058
610.18695	84.20471	793.4828	491.293	539.27563	40.673416	638.7409	488.50357	118.35294	103.6	942000	189.52599	189.52585	4.6558485	4.700529	7.868301e-09	50.298866	4.2736225	67.91848	38.209503	-870.5389	13874.218	-1.1466306	-4.869886	0.805407	0.048492413	0.90152216	0.4852123	1.2198323	0.07160609	1.8691553	1.0882539	566.47614	18806.298704862595
601.09235	93.628944	915.57007	467.63165	637.3263	143.19437	1046.8633	528.79517	116.47059	127.0	944000	189.77077	189.7709	4.6681485	4.704424	2.500332e-09	50.085007	4.0985804	65.71269	39.597008	-870.4121	13872.198	-1.1381208	-4.722468	0.8059345	0.047439896	0.8888492	0.49243838	1.2254082	0.069652095	1.8376266	1.0953348	579.6503	18846.636236429214
582.3082	78.15913	772.5285	471.19916	637.92993	90.02052	864.12585	549.3599	110.333336	126.5	946000	189.9415	189.94087	4.7727265	4.762824	2.8479459e-09	49.901844	4.042517	65.225235	37.591095	-870.475	13873.193	-1.1600412	-4.6750154	0.80374414	0.047113944	0.9033261	0.49063542	1.225889	0.07444504	2.0651796	1.1013027	568.444	18887.379689216614
608.6032	54.09913	712.4555	544.4049	586.23096	79.4957	805.6826	504.14667	118.76471	115.4	948000	189.68785	189.68768	4.679893	4.7379265	4.3905612e-09	49.993076	4.1649294	65.80166	38.75136	-870.4987	13873.575	-1.1386911	-4.843776	0.8047363	0.046799384	0.8955491	0.46326125	1.224033	0.06892968	1.6954039	1.0858026	561.27435	18927.85585641861
578.52765	57.273964	750.3219	518.0186	603.00415	119.339294	924.72833	495.3211	112.166664	119.0	950000	189.85674	189.85681	4.645956	4.6317253	3.5470116e-09	50.131767	4.274021	66.61088	37.09772	-870.4988	13873.579	-1.1390002	-4.750318	0.8063406	0.047157254	0.89635575	0.4667421	1.2214714	0.06569853	1.9680843	1.0851495	571.27325	18968.088042497635
616.5467	134.14136	883.89307	439.05246	609.6391	116.57402	904.8003	504.243	119.76471	120.1	952000	189.77919	189.779	4.73212	4.6916766	2.9580354e-09	50.177017	4.049985	66.83311	37.163456	-870.4571	13872.906	-1.1318637	-4.8708816	0.80455494	0.049263544	0.89773273	0.4478451	1.2216934	0.06865024	2.0550551	1.0957425	573.6757	19008.609015226364
580.17596	60.967438	672.7275	459.9056	659.4574	106.322556	883.2419	531.629	113.70588	129.5	954000	189.9875	189.98682	4.779257	4.805786	2.9128295e-09	50.40532	4.2522264	66.24997	38.295746	-870.4731	13873.164	-1.1504682	-4.9367037	0.8035397	0.050448094	0.9022309	0.5304555	1.22474	0.07376799	1.8332429	1.0967678	570.2194	19049.29930496216
643.8019	126.12602	1074.195	518.8791	660.4541	152.42578	1016.3578	483.81137	126.9375	128.2	956000	190.19408	190.19371	4.8216457	4.8325253	2.5916842e-09	50.996952	4.153382	68.46079	36.60076	-870.4546	13872.865	-1.1300044	-4.8911157	0.80393225	0.051576395	0.8962765	0.38685462	1.2243116	0.07374443	1.8236356	1.0866525	577.9035	19089.39988040924
605.00806	121.858406	969.47656	469.0355	579.18396	81.802986	729.0654	449.97705	118.94118	115.8	958000	190.22192	190.22163	4.9086967	4.901834	3.1734266e-09	50.839626	4.288455	65.68471	39.046917	-870.4555	13872.881	-1.1560972	-4.7990766	0.8006322	0.05241352	0.8955014	0.35622776	1.2287495	0.077258535	1.958904	1.080989	568.1739	19129.604286193848
632.0354	133.55959	1055.3209	504.6615	649.0004	205.85179	1225.8551	506.73456	124.75	128.8	960000	190.12563	190.12521	5.010202	5.0495358	2.977488e-09	51.167896	4.2030315	66.68162	38.82176	-870.5587	13874.536	-1.1469339	-4.8262043	0.8022538	0.05053552	0.89634836	0.32672545	1.2301084	0.07252833	1.8643812	1.0958447	579.10724	19170.303687095642
577.7791	55.253696	681.9556	510.77365	592.7524	70.934265	710.31836	490.9014	114.23529	120.4	962000	190.40385	190.40358	4.9328537	4.903489	3.4658965e-09	51.198803	4.35718	68.402885	37.84746	-870.4275	13872.444	-1.1332773	-4.777138	0.8042719	0.04754517	0.9005986	0.5400878	1.2298023	0.070199765	1.7765615	1.0928885	583.7007	19210.651116609573
689.9648	101.63008	936.8067	530.95905	608.32874	56.75916	714.1341	513.5572	137.13333	119.4	964000	189.97354	189.97266	5.0905046	5.0385213	6.582824e-09	51.708622	4.2645636	66.582016	36.59644	-870.3524	13871.245	-1.1348791	-5.0074024	0.80150557	0.049234387	0.8935433	0.5146469	1.2357197	0.07436704	1.8968928	1.0903776	575.75726	19251.076337099075
624.91235	80.437584	773.77563	457.7941	558.10754	69.612946	718.1221	467.2068	124.6875	109.2	966000	189.93263	189.93279	5.2422743	5.1951456	2.373778e-09	52.25576	4.44556	69.146545	37.837994	-870.4542	13872.863	-1.1439387	-4.882968	0.8007434	0.04877499	0.89584994	0.47841975	1.2350842	0.06873282	2.020485	1.1041113	591.29047	19291.440945148468
624.12	76.0977	859.53595	543.006	600.7688	59.85263	683.8081	513.295	122.375	121.8	968000	190.05772	190.0568	5.3210163	5.357397	3.1818743e-09	53.020287	4.667546	70.327415	39.534172	-870.453	13872.841	-1.1355667	-4.80261	0.79713684	0.04950215	0.8946913	0.4600033	1.2371982	0.072051585	1.9239558	1.0829072	580.19354	19331.862750291824
628.557	97.22487	844.4333	521.2377	592.7663	81.99492	717.0761	466.9047	121.6875	116.6	970000	189.64517	189.64519	5.4067945	5.39276	2.732355e-09	53.817413	4.617882	71.075264	40.7759	-870.376	13871.62	-1.1297609	-4.9684706	0.79578197	0.05124687	0.89441746	0.44439068	1.2405251	0.076001294	1.7753913	1.1059833	585.7791	19371.98322367668
597.59515	90.38525	794.5578	474.3632	611.79895	59.170113	732.45105	527.48926	117.888885	120.1	972000	189.69193	189.6919	5.297749	5.2452025	3.8897148e-09	53.344612	4.6467075	71.75776	41.55116	-870.5904	13875.031	-1.1557926	-4.776224	0.79605913	0.049426496	0.8852932	0.4699591	1.239627	0.07172537	1.8413771	1.0960116	570.1348	19412.469381332397
584.49994	76.41237	714.5765	417.2932	668.4974	136.50449	937.4104	531.4895	112.166664	132.7	974000	189.93759	189.9367	5.2647667	5.1875634	2.9627367e-09	52.778156	4.5664864	70.02213	38.923603	-870.3337	13870.949	-1.1442456	-4.9947824	0.7973825	0.052552976	0.8927285	0.43549907	1.2361351	0.07332302	1.8258805	1.0932409	552.1756	19453.440145492554
678.83453	122.01387	941.4377	533.16547	629.36755	101.53259	782.14124	494.08173	132.66667	124.3	976000	189.88092	189.88176	5.035807	4.990488	4.8456887e-09	52.28639	4.4602504	69.158226	39.098736	-870.5808	13874.885	-1.1570988	-4.9544888	0.8006411	0.048790783	0.8977217	0.4788249	1.2316927	0.0699463	1.6983306	1.1008357	595.64624	19493.458253860474
594.65985	88.70208	805.6022	473.6443	636.9268	94.21863	811.50726	523.7228	113.47059	125.3	978000	190.04402	190.0429	4.8135934	4.849014	3.194631e-09	51.81563	4.4235477	66.94901	38.639065	-870.4343	13872.543	-1.1547403	-4.882913	0.80612946	0.045945972	0.9008071	0.43271238	1.2188289	0.060799703	1.5773869	1.0872108	587.2315	19533.937772512436
603.4737	98.391045	868.8571	482.3823	642.28723	216.81447	1284.1826	519.28577	115.27778	124.9	980000	190.30966	190.31	4.8627357	4.850819	2.5173654e-09	52.01088	4.3653145	68.60902	39.05093	-870.6113	13875.373	-1.1627213	-4.806382	0.8088842	0.043346867	0.89610034	0.5225357	1.2179368	0.059274875	1.6520771	1.079706	576.94965	19574.206869363785
609.8595	81.24374	786.208	502.88937	654.4405	86.53866	825.95654	570.53864	120.125	128.4	982000	190.14682	190.14626	4.75894	4.8156023	2.9531175e-09	51.2201	4.3916597	66.23061	36.48666	-870.5667	13874.653	-1.1623949	-4.7381744	0.8093265	0.0436606	0.8881078	0.5228318	1.2178873	0.05974664	1.7467502	1.0979742	592.40607	19615.088515520096
639.5366	60.968914	750.3072	516.3258	603.46326	90.57559	857.1868	531.13385	125.0	116.3	984000	190.48395	190.48366	4.859372	4.841291	3.5022563e-09	51.402473	4.289538	69.40446	39.18534	-870.5809	13874.884	-1.1502688	-4.941403	0.8077417	0.044262663	0.8880728	0.5363619	1.2222273	0.06701274	1.6365986	1.1011602	561.8731	19655.582383155823
651.8301	114.980865	900.33453	477.5886	605.1795	37.360703	655.99976	541.482	127.0	114.6	986000	190.38898	190.38861	4.902873	4.9429374	2.7084133e-09	51.87945	4.4197526	70.36988	36.616177	-870.4984	13873.566	-1.1375089	-4.8048553	0.80634606	0.04515507	0.9019692	0.46657372	1.2232684	0.062258083	1.6712127	1.0869869	581.2127	19695.892471551895
590.2874	84.34428	792.55396	491.25803	618.22986	64.996475	762.4503	541.28	113.77778	121.3	988000	190.13539	190.13516	4.8630614	4.900086	3.2404623e-09	52.20361	4.200158	66.01058	39.457264	-870.4643	13873.031	-1.1365682	-4.6727853	0.80706114	0.044803333	0.90087754	0.52418345	1.2188907	0.058917787	1.5438464	1.1025186	579.95465	19736.320312023163
614.63367	84.929375	907.69794	502.9508	651.8692	93.882645	800.6528	484.34515	118.25	127.5	990000	190.58694	190.58578	5.0144453	4.9314265	1.1338186e-08	52.345436	4.487114	67.67175	39.294197	-870.4826	13873.319	-1.1494603	-5.0215054	0.80478525	0.047190953	0.90001845	0.43376088	1.2257485	0.063569434	1.733721	1.0983158	571.2154	19776.82112622261
591.1485	65.72864	715.94476	491.5839	682.5741	175.59555	978.5568	475.02643	113.666664	138.3	992000	190.61876	190.61884	4.9917583	4.913255	2.3787448e-09	52.464314	4.3582325	68.00341	38.834225	-870.7349	13877.335	-1.1370281	-5.01307	0.80245155	0.045249447	0.887837	0.55693793	1.2246121	0.06740564	1.9353555	1.0869917	589.113	19817.535845041275
592.6872	75.579315	704.744	452.88425	678.9249	84.058754	797.168	533.3942	115.47059	134.0	994000	190.54419	190.54434	4.785168	4.828753	5.3416147e-09	51.752743	4.2783556	66.10845	37.676575	-870.5517	13874.416	-1.1486593	-4.986732	0.8057652	0.044089105	0.89622056	0.5260789	1.2223132	0.06269999	1.6375104	1.0948356	589.6506	19858.121248960495
643.29584	113.760735	907.7486	506.5092	592.6547	62.162037	740.3367	521.6553	125.6875	114.0	996000	190.66225	190.66138	4.87329	4.781166	2.3747104e-09	51.847103	4.362871	71.05673	39.878212	-870.7371	13877.372	-1.1602039	-4.947333	0.8069904	0.04291815	0.89406526	0.5388066	1.2200941	0.061947934	1.7018461	1.1024883	555.6435	19898.686027765274
609.89777	72.55791	743.86194	506.7287	623.278	75.51712	774.06964	552.8483	119.70588	121.4	998000	190.71494	190.71507	4.8935127	4.872847	3.7082528e-09	51.87904	4.3399115	65.95112	39.736935	-870.584	13874.928	-1.1471518	-4.78717	0.80363184	0.0449677	0.8931587	0.439678	1.2214828	0.06428774	1.7116761	1.0943564	595.2477	19939.072058677673
596.61	66.95994	741.4573	481.26367	665.15314	139.1376	949.8183	533.81213	116.588234	133.2	1000000	190.50623	190.50574	4.9167743	4.9516964	2.3116564e-09	52.25933	4.405271	67.18002	38.696457	-870.5889	13875.009	-1.176834	-4.832493	0.80296755	0.046177	0.89249736	0.53432894	1.2221519	0.06287198	1.7025434	1.0982065	588.29926	19979.412998199463
598.02576	123.47151	1004.0039	431.73654	633.4108	78.96882	830.9456	541.0066	119.05882	120.7	1002000	190.5634	190.5629	5.0270534	4.9936366	4.1620694e-09	51.73045	4.3797517	70.57487	37.743935	-870.5763	13874.813	-1.175014	-4.7221622	0.8005305	0.046680268	0.8931977	0.5465319	1.2217703	0.06802279	1.8579624	1.1031489	584.0786	20020.098302602768
575.7873	72.36943	716.5401	467.87885	749.01355	135.0707	989.3732	607.3421	110.888885	147.7	1004000	190.54419	190.54472	4.892029	4.85918	2.6413032e-09	51.734406	4.4511027	67.81873	38.926292	-870.7124	13876.98	-1.169734	-4.772284	0.8018241	0.04888097	0.89733034	0.5207263	1.2229067	0.065379255	1.6849657	1.0875281	612.597	20060.570287942886
603.8758	72.16114	779.0244	488.23013	594.9425	48.30997	674.2971	520.5776	115.0	115.7	1006000	190.65094	190.65004	4.898391	4.9029307	3.1378045e-09	52.369682	4.3029156	69.5124	41.03387	-870.6624	13876.184	-1.1613194	-4.706707	0.8044032	0.048196927	0.9025166	0.39328384	1.2204142	0.06418599	1.6609737	1.1024514	592.2073	20100.51967716217
681.29004	110.934105	892.6448	513.11694	628.4696	61.811317	742.1416	531.8528	134.8	121.7	1008000	190.60056	190.60017	4.8076997	4.817294	3.8437475e-09	52.099697	4.4650226	68.69339	38.748917	-870.6876	13876.587	-1.1272917	-4.927217	0.80425966	0.0465999	0.89587945	0.5040169	1.2194929	0.06465038	1.8760159	1.0939338	585.952	20140.459765195847
589.1097	75.07074	721.6421	471.76086	589.3355	49.983616	671.1866	512.32825	113.333336	113.3	1010000	190.7631	190.76338	4.7979035	4.799162	2.9129736e-09	51.050358	4.198838	68.82354	38.887257	-870.5985	13875.165	-1.1577252	-4.905613	0.80590355	0.04492167	0.9000217	0.5090321	1.217396	0.060617425	1.7063726	1.0988181	615.07465	20180.46615600586
608.77264	111.0002	967.02576	422.14075	589.745	61.669537	733.9526	490.3972	116.17647	111.9	1012000	190.8269	190.82678	4.6185074	4.626859	3.4537386e-09	50.936794	4.364237	72.44967	38.596634	-870.5906	13875.041	-1.1411912	-4.7625012	0.8057302	0.046144783	0.89340895	0.47558218	1.2230662	0.06755616	1.9476725	1.0913979	586.9512	20220.810173034668
583.1461	54.832832	676.62756	473.5554	683.6371	156.67976	982.958	526.845	113.833336	131.6	1014000	191.12245	191.12253	4.4107122	4.3528576	2.6603901e-09	50.0955	4.1448684	66.43994	37.67785	-870.6763	13876.399	-1.1530062	-4.689617	0.8084603	0.04228244	0.8956162	0.46177924	1.2175955	0.06507401	2.0907803	1.0950613	604.60345	20261.002884864807
603.10986	101.650536	920.40326	483.9593	610.4832	94.814514	840.8736	515.2276	115.64706	116.4	1016000	191.13994	191.13884	4.2395263	4.256166	3.1418508e-09	49.53255	4.076825	68.85583	38.165962	-870.6503	13875.994	-1.143338	-4.7149386	0.8092076	0.041408062	0.88758093	0.38066056	1.2136732	0.059671257	1.6928403	1.0971589	580.067	20301.216514110565
632.8339	122.048805	939.4279	497.21292	630.7539	112.028465	892.7828	530.9218	123.0	123.9	1018000	191.20314	191.20297	4.324203	4.294957	3.1026761e-09	50.25293	4.1895847	64.388695	37.81409	-870.6487	13875.963	-1.1552343	-4.8071127	0.81271017	0.039326962	0.9018084	0.57467985	1.2132897	0.058809705	1.9529496	1.097376	578.2113	20341.633929252625
644.315	129.97424	971.2337	444.041	601.7392	95.16154	793.47156	480.73987	124.125	118.1	1020000	191.34456	191.34427	4.2338347	4.2256174	3.1842182e-09	49.72408	4.099747	64.83416	37.113464	-870.7047	13876.863	-1.1425403	-4.777622	0.8107324	0.03955513	0.9021912	0.5570121	1.2120217	0.056638543	1.5507982	1.0869076	578.75226	20381.90623497963
652.79614	97.579544	897.46265	503.99164	691.9577	183.86862	1200.4993	523.44867	127.625	135.4	1022000	191.51044	191.50963	4.2204275	4.195931	3.890113e-09	50.035484	4.1639695	65.070564	35.3921	-870.8625	13879.371	-1.1593065	-4.7602215	0.81174904	0.03924262	0.9011506	0.58900607	1.213821	0.05460071	1.482076	1.1081458	604.30396	20422.32808637619
596.67694	53.352108	703.07745	506.29932	635.5168	74.22483	718.32184	472.79788	114.0	123.2	1024000	191.72012	191.72015	4.2122207	4.1939287	4.071616e-09	49.990288	4.2283664	64.71022	37.287693	-870.7138	13876.997	-1.1343746	-4.9318724	0.81102	0.039133873	0.8934834	0.62004733	1.2191868	0.057808496	1.6157054	1.0931722	600.3941	20462.673799037933
603.79425	66.358475	695.4409	463.7458	582.8883	57.16229	698.2671	520.70624	115.52941	111.2	1026000	191.58858	191.58781	4.184078	4.1129107	4.0839803e-09	49.461536	4.1538	62.971973	38.0316	-870.79	13878.214	-1.1743008	-4.816685	0.8091766	0.040844493	0.8963516	0.5857369	1.2212709	0.059190832	1.5695434	1.0844458	609.3593	20502.59579062462
615.5539	104.2072	877.5673	469.76907	613.9826	79.14686	747.8505	512.66425	119.588234	122.3	1028000	191.98254	191.98305	4.223204	4.282986	2.4779983e-09	49.559906	4.201393	66.726166	35.985455	-870.7678	13877.863	-1.144744	-4.8255997	0.8068776	0.04025173	0.9065251	0.5796336	1.2241509	0.058303833	1.5479798	1.1047299	602.7562	20542.549596309662
556.59753	57.56833	677.4959	456.43344	610.18524	88.374176	827.8726	509.90634	108.55556	117.7	1030000	191.703	191.70284	4.205294	4.1199756	3.1735579e-09	49.655285	4.1693397	64.581764	37.24804	-870.8995	13879.954	-1.1503326	-4.7532887	0.8073855	0.03926389	0.89217824	0.58761996	1.2226404	0.059819926	1.569524	1.105196	559.87115	20582.858793973923
583.7752	71.84439	762.03125	471.1205	606.6689	30.080067	656.86694	574.1302	114.05556	116.4	1032000	191.78728	191.78702	4.1438875	4.085505	2.8402305e-09	49.691936	4.3534465	67.46331	38.443043	-870.8229	13878.74	-1.1645466	-4.7433596	0.80600977	0.040924788	0.89542073	0.5645313	1.2252104	0.057695203	1.6013336	1.1012223	597.636	20622.920730113983
588.57697	101.287125	859.22424	476.28787	623.86755	130.44128	849.69196	500.38324	114.52941	121.7	1034000	192.0523	192.05244	4.158761	4.0887737	3.4353718e-09	49.55456	4.274777	63.73601	37.66614	-870.7957	13878.306	-1.1683635	-4.85084	0.8057398	0.039348405	0.8935627	0.58476776	1.2231462	0.057217393	1.5101658	1.1058867	585.95105	20663.548323869705
605.3806	101.28495	927.2326	479.6224	632.6461	118.514626	933.90967	529.641	115.47059	122.9	1036000	191.94836	191.9479	4.1445527	4.0878367	3.0649223e-09	50.044853	4.372822	71.893524	34.517742	-870.7819	13878.091	-1.1384912	-4.734883	0.8091199	0.040436413	0.9000751	0.6060274	1.2233839	0.058166463	1.5474358	1.0947208	587.7654	20704.155875444412
615.47266	104.26958	910.15686	519.8434	623.05145	117.67448	893.34	503.50204	117.94118	124.2	1038000	192.67912	192.67824	4.059691	3.995857	3.7382333e-09	49.753998	4.159714	65.15631	36.23398	-870.7311	13877.271	-1.118865	-4.8315105	0.8087291	0.039177477	0.9093838	0.5647568	1.2240359	0.060124286	1.6139107	1.1024852	576.06415	20744.935136795044
606.4339	90.97512	828.22723	427.3319	560.223	29.76472	630.32684	523.1346	117.82353	105.8	1040000	192.70161	192.70197	3.9881754	3.9377553	3.1116096e-09	49.466976	4.060824	65.12937	37.506126	-870.781	13878.08	-1.1252055	-4.822156	0.8073671	0.040508427	0.8962383	0.59997463	1.2194209	0.05861087	1.6109353	1.0944186	594.14435	20784.948454141617
597.588	72.20421	726.23486	492.1969	621.83594	68.576866	749.4917	544.34564	116.166664	120.6	1042000	192.6807	192.68051	3.970615	3.9069285	2.861792e-09	49.18961	4.0764604	65.55006	37.28686	-870.7611	13877.762	-1.1244456	-4.822817	0.8076623	0.04032688	0.8904548	0.49322185	1.2221643	0.05827347	1.5464059	1.0988176	563.7189	20825.47422671318
593.4592	77.95038	746.1385	483.46802	623.14294	67.947075	764.01117	531.2763	113.588234	118.2	1044000	192.8176	192.81734	3.9593198	3.9054785	3.525336e-09	49.117027	3.9898593	67.395226	36.989727	-870.8247	13878.765	-1.1134847	-5.0175653	0.81082016	0.03856243	0.8983541	0.60276574	1.2151167	0.05418581	1.4953222	1.1005545	600.52014	20865.472952365875
640.19293	122.99023	961.0408	461.66525	663.589	104.71643	854.9552	488.10773	125.625	131.3	1046000	192.98898	192.98863	3.8297846	3.7953622	3.1584704e-09	48.772343	4.0505533	63.89773	37.47884	-870.8221	13878.727	-1.1374182	-4.963388	0.8084016	0.039822247	0.9040081	0.61068803	1.2158084	0.056946397	1.6005856	1.0910922	575.8967	20905.664933681488
627.9624	114.9497	928.86334	469.26733	640.1799	88.83141	782.94824	503.69116	120.76471	126.2	1048000	193.43407	193.43369	3.8562777	3.8436015	2.7638793e-09	48.674538	4.07912	65.0747	35.052444	-870.8171	13878.649	-1.1115859	-4.9184923	0.80744207	0.03956961	0.88679636	0.6373907	1.2189254	0.060701948	1.6998796	1.0929908	590.95166	20946.043212413788
591.52466	71.4499	769.5835	448.78607	615.69836	93.28324	771.0219	489.56754	114.35294	120.7	1050000	193.45222	193.45146	3.7996516	3.7887862	3.1608205e-09	48.09325	4.14456	62.15478	35.210526	-870.7423	13877.457	-1.1243753	-4.753985	0.8060113	0.039142113	0.89506155	0.60852724	1.2244854	0.06214623	1.5695734	1.0995163	584.0704	20986.45563197136
614.71924	88.42157	888.29193	503.7316	634.3262	111.073586	842.78394	477.59448	116.64706	127.0	1052000	193.4295	193.4296	3.8074033	3.7438965	3.0351293e-09	48.33336	4.0989075	62.09453	37.38628	-870.811	13878.552	-1.1397355	-4.8027053	0.8068044	0.037594356	0.8947504	0.5919988	1.2208308	0.058493126	1.5223246	1.092083	589.2023	21026.78332924843
622.56525	103.76702	876.3652	498.74936	582.0372	59.151855	673.35034	499.941	119.52941	110.3	1054000	193.56326	193.56313	3.8040707	3.7334964	2.9215395e-09	48.2345	4.130329	62.267693	36.203316	-870.802	13878.408	-1.1378925	-4.80656	0.80511266	0.039165914	0.8884858	0.5991863	1.2239679	0.060825486	1.6760157	1.0902354	591.86005	21066.692211151123
606.1494	62.611065	763.5359	507.84024	624.0373	57.086025	763.9472	552.7844	114.94118	122.6	1056000	193.9218	193.922	3.7873669	3.7129707	2.762099e-09	47.789352	4.1353273	63.16769	35.34429	-870.8018	13878.405	-1.1395019	-4.984001	0.80594367	0.039907783	0.8994234	0.62224674	1.2245684	0.057962	1.5656321	1.0933936	562.86926	21107.329494714737
632.43835	111.59554	916.3516	476.84937	620.5297	66.14335	733.1904	523.46173	121.70588	119.7	1058000	193.61151	193.61108	3.8286166	3.7903218	2.7892593e-09	47.75212	3.9940736	62.15436	35.54093	-870.8456	13879.097	-1.1393868	-4.9093432	0.80292934	0.04121597	0.8985898	0.596955	1.2277161	0.060823925	1.5665519	1.099985	576.5904	21147.958081007004
